"notation","title","description","id"
"","Kurzantwort","","u9g"
"","Begründung","","g9b"
"","CMC","","u4e"
"","GeoGebra","","h2r"
"","MC","","r3x"
"","Umordnung","","z9y"
"","Zuordnung","","z3y"
