"notation","title","description","id","title_en","description_en"
"","Multiple Choice (MC)","","a9z",,
"","Complex Multiple Choice (CMC)","","t6x",,
"","Zuordnen","","d5z",,
"","Sortieren","","r9p",,
"","Markieren","","e3r",,
"","Zeichnen/Konstruieren","","y4e",,
"","Numerische Kurzantwort","","e7q",,
"","Verbale Kurzantwort","","a7h",,
"","Langantwort","","e6f",,
