"notation","title","description","id","title_en","description_en"
"","Multiple Choice (MC)","","u6r",,
"","Complex Multiple Choice (CMC)","","v7v",,
"","Zuordnen","","f6b",,
"","Sortieren","","t3v",,
"","Markieren","","d4s",,
"","Einfärben","","d6y",,
"","Zeichnen/Konstruieren","","u2t",,
"","Numerische Kurzantwort","","d6s",,
"","Verbale Kurzantwort","","t3a",,
"","Langantwort","","z7v",,
