"notation","title","description","id"
"","Begründung","","g2u"
"","Begründung + Unterstreichen","","c2f"
"","CMC","","p3x"
"","Kurzantwort","","s4p"
"","Markieren","","b6q"
"","MC","","q4d"
"","Umordnung","","q5f"
"","Unterstreichen","","r6h"
"","Unterstreichen + Kurzantwort","","r2a"
"","verworfen","","x5f"
"","vKurzantwort","","a5s"
"","vKurzbegründung","","z5u"
"","Zuordnung","","f2r"
